time;open;high;low;close;volume
2020-01-02;85.7699966430664;86.06999969482422;83.9469985961914;84.08999633789062;1593400
2020-01-03;87.1500015258789;94.45999908447266;86.19000244140625;93.55999755859375;3940600
2020-01-06;92.44999694824219;92.51000213623047;90.4800033569336;90.69999694824219;1960200
2020-01-07;90.55000305175781;91.91999816894531;90.19999694824219;91.20999908447266;1768800
2020-01-08;91.19999694824219;92.25;91.02999877929688;91.26000213623047;1516400
2020-01-09;91.94999694824219;91.98999786376953;90.58000183105469;90.79000091552734;945700
2020-01-10;90.83000183105469;91.2699966430664;90.20999908447266;90.4800033569336;908900
2020-01-13;90.2699966430664;91.91000366210938;90.2699966430664;91.2300033569336;1586800
2020-01-14;91.05999755859375;91.58999633789062;90.37000274658203;90.66999816894531;685500
2020-01-15;90.7300033569336;92.0199966430664;90.66999816894531;90.87999725341797;809300
2020-01-16;90.94000244140625;91.69000244140625;90.58999633789062;91.0;682000
2020-01-17;91.20999908447266;91.43000030517578;90.48999786376953;90.5;908500
2020-01-21;90.5199966430664;91.44000244140625;90.48999786376953;91.19999694824219;1010900
2020-01-22;91.2300033569336;92.16000366210938;91.06999969482422;91.19000244140625;1001400
2020-01-23;90.94999694824219;91.45999908447266;90.65499877929688;90.88999938964844;901300
2020-01-24;91.08999633789062;91.16000366210938;90.29000091552734;90.69000244140625;519000
2020-01-27;90.63999938964844;91.69999694824219;90.2699966430664;90.43000030517578;907200
2020-01-28;90.11000061035156;91.98999786376953;89.80000305175781;91.66000366210938;1016500
2020-01-29;91.5999984741211;92.63999938964844;90.80000305175781;92.05000305175781;739700
2020-01-30;91.52999877929688;92.3499984741211;91.23999786376953;92.12000274658203;740200
2020-01-31;91.87000274658203;92.76000213623047;91.22000122070312;91.30999755859375;932900
2020-02-03;91.66999816894531;91.95999908447266;91.06999969482422;91.75;1438200
2020-02-04;92.20999908447266;92.98999786376953;91.78500366210938;92.27999877929688;660600
2020-02-05;92.37999725341797;93.4800033569336;92.05999755859375;92.58000183105469;973400
2020-02-06;92.7699966430664;93.58999633789062;92.51000213623047;93.16999816894531;1128200
2020-02-07;93.37999725341797;94.52999877929688;93.04000091552734;94.44999694824219;611000
2020-02-10;94.43000030517578;94.97000122070312;94.19000244140625;94.58000183105469;580400
2020-02-11;94.61000061035156;95.41999816894531;94.4000015258789;95.12999725341797;676700
