time;open;high;low;close;volume
2020-01-02;52.793331146240234;53.106666564941406;52.41999816894531;53.00666809082031;2597100
2020-01-03;52.206668853759766;52.5533332824707;51.779998779296875;52.48666763305664;2407050
2020-01-06;52.18000030517578;52.3466682434082;51.61333465576172;52.293331146240234;2698200
2020-01-07;51.87333297729492;52.073333740234375;51.52000045776367;51.9466667175293;2611200
2020-01-08;52.15999984741211;52.80666732788086;51.5;52.63999938964844;2749350
2020-01-09;52.560001373291016;52.77333450317383;51.720001220703125;52.29999923706055;2748600
2020-01-10;52.380001068115234;52.49333190917969;51.813331604003906;51.87333297729492;1808400
2020-01-13;51.9466667175293;52.08000183105469;51.599998474121094;52.040000915527344;1624800
2020-01-14;52.473331451416016;52.6533317565918;52.03333282470703;52.133331298828125;2159100
2020-01-15;51.926666259765625;52.026668548583984;51.5;51.63999938964844;2195850
2020-01-16;51.939998626708984;52.380001068115234;51.62666702270508;52.37333297729492;1995450
2020-01-17;52.526668548583984;52.82666778564453;52.1533317565918;52.3466682434082;2582250
2020-01-21;52.31999969482422;52.31999969482422;51.50666809082031;51.69333267211914;2291850
2020-01-22;51.913333892822266;51.93333435058594;51.220001220703125;51.293331146240234;1486800
2020-01-23;51.14666748046875;51.8466682434082;50.459999084472656;51.733333587646484;1802550
2020-01-24;51.48666763305664;51.50666809082031;50.81999969482422;51.19333267211914;2311050
2020-01-27;50.21333312988281;50.573333740234375;49.900001525878906;50.11333465576172;3552450
2020-01-28;50.893333435058594;51.69333267211914;49.97999954223633;51.18000030517578;4816050
2020-01-29;51.48666763305664;52.0533332824707;50.64666748046875;50.7400016784668;3579450
2020-01-30;50.34000015258789;50.766666412353516;49.98666763305664;50.706668853759766;3097500
2020-01-31;50.313331604003906;50.34000015258789;49.2400016784668;49.473331451416016;4968600
2020-02-03;49.91999816894531;50.33333206176758;49.41999816894531;49.560001373291016;3851100
2020-02-04;50.413333892822266;50.880001068115234;50.22666549682617;50.78666687011719;3712050
2020-02-05;51.49333190917969;52.11333465576172;51.313331604003906;51.99333190917969;2982150
2020-02-06;52.14666748046875;52.33333206176758;51.50666809082031;51.72666549682617;2523900
2020-02-07;51.400001525878906;51.45333480834961;50.18000030517578;50.27333450317383;3127500
2020-02-10;49.86000061035156;50.279998779296875;49.766666412353516;50.206668853759766;2397900
2020-02-11;50.49333190917969;50.599998474121094;50.086666107177734;50.439998626708984;2904000
2020-02-12;50.66666793823242;51.293331146240234;50.66666793823242;51.040000915527344;2791800
2020-02-13;50.67333221435547;50.86000061035156;49.83333206176758;49.88666534423828;2977650
2020-02-14;49.79999923706055;49.913333892822266;49.393333435058594;49.82666778564453;4437750
2020-02-18;49.71333312988281;50.040000915527344;49.2599983215332;49.53333282470703;2147100
2020-02-19;49.58000183105469;49.7400016784668;49.086666107177734;49.48666763305664;1694550
2020-02-20;49.4466667175293;50.43333435058594;49.366668701171875;50.36000061035156;2565750
2020-02-21;50.0;50.3466682434082;49.706668853759766;50.2400016784668;2908350
2020-02-24;48.72666549682617;49.14666748046875;48.2400016784668;48.48666763305664;2568300
2020-02-25;48.733333587646484;48.83333206176758;46.5;46.65999984741211;4078950
2020-02-26;47.28666687011719;47.526668548583984;46.086666107177734;46.279998779296875;3242400
2020-02-27;45.599998474121094;46.62666702270508;44.753334045410156;45.18000030517578;4999800
2020-02-28;43.720001220703125;45.00666809082031;43.43333435058594;44.599998474121094;6289050
2020-03-02;44.880001068115234;46.459999084472656;44.17333221435547;46.45333480834961;3874050
2020-03-03;46.08000183105469;47.38666534423828;44.82666778564453;45.03333282470703;3978450
2020-03-04;45.6533317565918;46.3466682434082;45.16666793823242;46.29999923706055;2535000
2020-03-05;44.8466682434082;44.939998626708984;43.34000015258789;43.573333740234375;3414300
2020-03-06;41.573333740234375;43.31999969482422;41.439998626708984;43.040000915527344;4055250
2020-03-09;40.31999969482422;41.29999923706055;39.79999923706055;40.606666564941406;5191350
2020-03-10;41.96666717529297;43.106666564941406;40.64666748046875;43.099998474121094;3783750
2020-03-11;41.62666702270508;42.606666564941406;40.779998779296875;41.65999984741211;3773550
2020-03-12;38.18000030517578;41.880001068115234;38.18000030517578;39.473331451416016;6842700
2020-03-13;41.11333465576172;43.4466667175293;39.599998474121094;43.41999816894531;5591400
2020-03-16;38.67333221435547;42.63999938964844;38.66666793823242;40.11333465576172;5261250
2020-03-17;40.293331146240234;41.04666519165039;39.03333282470703;39.779998779296875;5362200
2020-03-18;38.16666793823242;38.926666259765625;35.793331146240234;37.16666793823242;4993200
2020-03-19;36.813331604003906;38.85333251953125;35.086666107177734;37.35333251953125;4474200
2020-03-20;36.973331451416016;37.586666107177734;34.69333267211914;34.866668701171875;5266050
2020-03-23;35.186668395996094;35.880001068115234;32.7400016784668;33.27333450317383;5001000
2020-03-24;34.82666778564453;38.09333419799805;34.58000183105469;38.0;4988100
2020-03-25;37.706668853759766;40.599998474121094;37.28666687011719;39.31999969482422;4675950
2020-03-26;39.40666580200195;40.6533317565918;38.45333480834961;40.29999923706055;4130700
2020-03-27;38.84000015258789;40.61333465576172;38.5;39.65999984741211;2693700
2020-03-30;39.106666564941406;41.66666793823242;38.96666717529297;41.51333236694336;3334350
